Date,Company,Studio,Project,Category1,Category2,Country,Country_code,OS,Counterparty,Amount_USD
2020-10-31,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,MamaBoy,-45267.30913497072
2020-10-31,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,MamaBoy,-42052.86949266886
2020-10-31,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,MamaBoy,-302206.0244639521
2020-10-31,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,AdsAds,-182032.0830282292
2020-10-31,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,AdsAds,-57265.88690745395
2020-10-31,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,AdsAds,-837564.636625617
2020-10-31,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,AdsAds,-49751.07848051848
2020-10-31,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,AdsAds,-43981.802827771106
2020-10-31,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,AdsAds,-1648593.149637484
2020-10-31,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,AdsAds,-88055.59222450927
2020-10-31,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,AdsAds,-94567.45436522855
2020-10-31,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,AdsAds,-63440.63118793959
2020-10-31,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,AdsAds,-53791.27443222787
2020-10-31,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,AdsAds,-348729.20186039497
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,UserXL,-816774.8882454485
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,UserXL,-246273.45401743226
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,UserXL,-3474638.291703599
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,UserXL,-234429.29789170437
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,UserXL,-196163.4752488059
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,UserXL,-6760235.704833191
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,UserXL,-387747.55133395985
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,UserXL,-375283.36809325975
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,UserXL,-185896.70600510947
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,UserXL,-147380.40812944126
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,UserXL,-1404652.4662351452
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,MamaBoy,-155324.21690380952
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,MamaBoy,-36853.88627216333
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,MamaBoy,-727225.4584153092
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,MamaBoy,-38786.92679111556
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,MamaBoy,-32613.00958149208
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,MamaBoy,-1401142.7726128523
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,MamaBoy,-63608.66463295408
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,MamaBoy,-59943.672042216414
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,MamaBoy,-33142.49615804386
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,MamaBoy,-38099.50941864386
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,MamaBoy,-337775.97431960347
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,AdsAds,-184668.0035119618
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,AdsAds,-49400.17057274125
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,AdsAds,-830574.5571036085
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,AdsAds,-39126.23346043003
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,AdsAds,-45335.849569572114
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,AdsAds,-1630150.8256194564
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,AdsAds,-69451.57473074802
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,AdsAds,-70392.1931422607
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,AdsAds,-62647.689397969974
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,AdsAds,-54209.97972956088
2020-11-30,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,AdsAds,-371323.57026410056
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,UserXL,-691308.7230860888
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,UserXL,-153609.88527860833
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,UserXL,-3115587.2663831776
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,UserXL,-134588.05240829583
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,UserXL,-188385.59134910777
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,UserXL,-6135015.804565218
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,UserXL,-269401.1879328741
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,UserXL,-359483.96885024087
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,UserXL,-258889.61229151432
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,UserXL,-184009.3656200934
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,UserXL,-1485365.0060208484
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,MamaBoy,-151342.40328244338
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,MamaBoy,-30855.163298745894
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,MamaBoy,-651319.61439396
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,MamaBoy,-34360.714397058466
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,MamaBoy,-42350.53245904137
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,MamaBoy,-1244422.137758435
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,MamaBoy,-74568.91883852074
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,MamaBoy,-71298.80772502511
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,MamaBoy,-47594.49598722183
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,MamaBoy,-31081.62062301761
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,MamaBoy,-236839.74757591862
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,AdsAds,-169574.05111330093
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,AdsAds,-41792.83404465211
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,AdsAds,-729918.5261226345
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,AdsAds,-51276.44343676187
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,AdsAds,-34920.38946114496
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,AdsAds,-1398505.4521983957
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,AdsAds,-60130.4727025076
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,AdsAds,-76305.94427804461
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,AdsAds,-58460.763583848966
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,AdsAds,-57472.91832384283
2020-12-31,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,AdsAds,-258543.73609119092
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,UserXL,-843164.5391761325
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,UserXL,-290761.448655509
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,UserXL,-3754463.083620035
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,UserXL,-217415.08005868332
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,UserXL,-264423.059516368
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,UserXL,-7201091.620945315
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,UserXL,-384715.3518651241
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,UserXL,-353536.68951515463
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,UserXL,-197346.7843765878
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,UserXL,-170996.60007360866
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,UserXL,-1436027.7434783017
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,MamaBoy,-183777.44048942643
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,MamaBoy,-49768.07503731373
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,MamaBoy,-756953.5517732042
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,MamaBoy,-43131.903902508435
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,MamaBoy,-60378.50432971781
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,MamaBoy,-1505896.2375889511
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,MamaBoy,-79378.19761766132
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,MamaBoy,-72358.6182762589
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,MamaBoy,-39225.09212495766
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,MamaBoy,-51110.73304074851
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,MamaBoy,-302053.71361029224
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,AdsAds,-180116.25580836195
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,AdsAds,-37448.11588678289
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,AdsAds,-848704.2855006717
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,AdsAds,-40182.21509391415
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,AdsAds,-57428.95840513198
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,AdsAds,-1652342.19903224
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,AdsAds,-90245.07979938359
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,AdsAds,-74389.58411122205
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,AdsAds,-57033.061090108466
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,AdsAds,-48695.68856804605
2021-01-31,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,AdsAds,-396952.7971307352
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,UserXL,-729076.212112787
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,UserXL,-253162.42478316117
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,UserXL,-3052302.9150880594
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,UserXL,-134109.60465073827
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,UserXL,-215794.76143423514
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,UserXL,-6005658.548940214
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,UserXL,-309819.3938953034
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,UserXL,-346028.7984560052
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,UserXL,-200580.99320409627
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,UserXL,-162943.25194652
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,UserXL,-1299001.0104596699
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,MamaBoy,-145107.57048816988
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,MamaBoy,-47380.52131603701
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,MamaBoy,-646692.3494228825
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,MamaBoy,-52588.90868277792
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,MamaBoy,-43339.30163681214
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,MamaBoy,-1278599.103152101
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,MamaBoy,-59854.49862490299
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,MamaBoy,-60608.37345063102
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,MamaBoy,-40607.53548807891
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,MamaBoy,-34150.85540738414
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,MamaBoy,-281717.8293258941
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,AdsAds,-174472.69152694332
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,AdsAds,-45626.282541068176
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,AdsAds,-727344.0586469189
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,AdsAds,-36563.45364960739
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,AdsAds,-53305.34479521059
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,AdsAds,-1436478.5023038755
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,AdsAds,-77743.44754482334
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,AdsAds,-74812.28518171894
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,AdsAds,-30424.998514247633
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,AdsAds,-52575.38082151695
2021-02-28,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,AdsAds,-288929.7319255052
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,UserXL,-803224.4129335153
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,UserXL,-240849.23488979
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,UserXL,-3234279.1234484124
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,UserXL,-134992.40502717413
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,UserXL,-209739.830902406
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,UserXL,-6410542.429014849
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,UserXL,-362067.680914887
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,UserXL,-319641.1295387414
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,UserXL,-213454.99466000288
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,UserXL,-214108.23385002516
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,UserXL,-1288746.1816634075
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,MamaBoy,-154555.74883842914
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,MamaBoy,-35677.31909293708
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,MamaBoy,-675825.8628408731
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,MamaBoy,-47810.15476876368
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,MamaBoy,-34559.300546654056
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,MamaBoy,-1328517.3513639153
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,MamaBoy,-69834.56512895382
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,MamaBoy,-57780.16593892246
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,MamaBoy,-29062.955143653347
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,MamaBoy,-38159.50470700692
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,MamaBoy,-296768.68615368777
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,AdsAds,-158396.9239625635
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,AdsAds,-60950.50414271316
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,AdsAds,-767220.8159187406
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,AdsAds,-53682.44533427148
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,AdsAds,-62047.690017143934
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,AdsAds,-1510444.395764616
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,AdsAds,-65088.69015982743
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,AdsAds,-85868.31690760382
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,AdsAds,-44426.410368494064
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,AdsAds,-45309.03520554622
2021-03-31,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,AdsAds,-304643.28516893
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,UserXL,-687086.8686977513
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,UserXL,-141026.25788773657
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,UserXL,-3055110.8679499486
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,UserXL,-197436.43354017002
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,UserXL,-181852.31508721982
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,UserXL,-5803513.050258717
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,UserXL,-258623.5697066073
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,UserXL,-273845.683609163
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,UserXL,-172466.6805495675
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,UserXL,-172172.82186901764
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,UserXL,-1339419.0133997586
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,MamaBoy,-127329.55944225956
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,MamaBoy,-27833.61464143698
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,MamaBoy,-612271.1114001084
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,MamaBoy,-48279.21105984106
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,MamaBoy,-32038.084126073918
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,MamaBoy,-1183000.3118866968
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,MamaBoy,-54924.184345303656
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,MamaBoy,-51264.73758432236
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,MamaBoy,-39581.295882489
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,MamaBoy,-46221.54124087259
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,MamaBoy,-268799.6333653839
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,AdsAds,-146125.14833347948
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,AdsAds,-50006.20308943463
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,AdsAds,-691690.5900496937
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,AdsAds,-29199.24881566271
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,AdsAds,-40221.92148757904
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,AdsAds,-1336471.4989800388
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,AdsAds,-57526.25948099641
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,AdsAds,-69749.77039137045
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,AdsAds,-51508.58821265825
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,AdsAds,-52639.6838500066
2021-04-30,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,AdsAds,-303016.8837426474
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,UserXL,-719169.4277948885
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,UserXL,-190980.21935551628
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,UserXL,-3410831.271280758
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,UserXL,-187541.02322543092
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,UserXL,-219383.29941545325
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,UserXL,-6631337.427108797
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,UserXL,-282138.55823230883
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,UserXL,-300332.14515621844
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,UserXL,-276807.21255653474
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,UserXL,-267194.97132119787
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,UserXL,-1474475.0055580288
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,MamaBoy,-155183.91631744878
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,MamaBoy,-37763.98766408792
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,MamaBoy,-728546.053515074
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,MamaBoy,-47700.56932640265
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,MamaBoy,-50518.636756259395
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,MamaBoy,-1412076.613637906
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,MamaBoy,-59899.88028735706
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,MamaBoy,-77590.74759197498
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,MamaBoy,-32259.436335667368
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,MamaBoy,-45621.59416266959
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,MamaBoy,-305756.20016418264
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,AdsAds,-178988.7511615793
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,AdsAds,-51756.34460613555
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,AdsAds,-771038.254394733
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,AdsAds,-57914.96488498226
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,AdsAds,-48695.40158019508
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,AdsAds,-1509449.6930660415
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,AdsAds,-80040.5226583925
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,AdsAds,-67363.50492079885
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,AdsAds,-56588.010486919666
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,AdsAds,-43989.5107587329
2021-05-31,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,AdsAds,-305718.89143323875
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,UserXL,-749121.0926256449
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,UserXL,-143560.42613387495
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,UserXL,-3497340.8340888773
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,UserXL,-225287.91600124305
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,UserXL,-173852.821290288
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,UserXL,-6720365.296053464
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,UserXL,-372475.06620944914
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,UserXL,-317318.7643670068
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,Israel,ISR,,UserXL,-215836.8866718078
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,Russia,RUS,,UserXL,-247471.67659864345
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,France,FRA,,UserXL,-1364764.8488912797
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,USA,USA,,MamaBoy,-149836.23668306472
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,Japan,JPN,,MamaBoy,-49925.33348098271
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,China,CHN,,MamaBoy,-720787.8234880683
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,Germany,DEU,,MamaBoy,-58200.37216388295
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,Brazil,BRA,,MamaBoy,-46484.25540254228
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,Argentina,ARG,,MamaBoy,-1403433.5377933774
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,Mexico,MEX,,MamaBoy,-59817.60671466178
2021-06-30,White,White1,Whiteberry,Marketing,Marketing,Austria,AUT,,MamaBoy,-77238.73211119999
